Date,KOSPI_Now,filter_smo,wrapper_smo,filter_linear,wrapper_linear,filter_mlp,wrapper_mlp,filter_gaussian,wrapper_gaussian
2015.2.5,1952.84,        519       0.1372       0.3766       0.2393,        519       0.1372      -0.5203      -0.6575,        519       0.1372       0.4126       0.2753,        519       0.1372       0.8915       0.7543,        519       0.1372       -0.414      -0.5513,        519       0.1372      -0.8252      -0.9624,        519       0.1372       0.1552        0.018,        519       0.1372       0.0906      -0.0466
2015.2.6,1955.52,        520      -0.4357      -0.2343       0.2014,        520      -0.4357       0.0342       0.4699,        520      -0.4357      -0.2343       0.2014,        520      -0.4357      -0.6534      -0.2177,        520      -0.4357       0.7599       1.1956,        520      -0.4357      -0.5689      -0.1332,        520      -0.4357      -0.3016       0.1341,        520      -0.4357      -0.3243       0.1114
2015.2.9,1947,        521      -0.5722      -0.3039       0.2683,        521      -0.5722      -0.4599       0.1122,        521      -0.5722       -0.402       0.1702,        521      -0.5722      -0.4076       0.1646,        521      -0.5722      -0.8308      -0.2587,        521      -0.5722       -0.436       0.1361,        521      -0.5722      -0.0701       0.5021,        521      -0.5722       -0.076       0.4962
2015.2.10,1935.86,        522       0.5083      -0.0928      -0.6011,        522       0.5083      -0.1659      -0.6742,        522       0.5083       0.0578      -0.4505,        522       0.5083       0.1479      -0.3604,        522       0.5083      -0.7898      -1.2981,        522       0.5083        1.708       1.1997,        522       0.5083       0.1541      -0.3542,        522       0.5083      -0.2313      -0.7396
2015.2.11,1945.7,        523      -0.2092       0.1759        0.385,        523      -0.2092      -0.0462       0.1629,        523      -0.2092       0.0603       0.2695,        523      -0.2092      -0.3623      -0.1531,        523      -0.2092      -0.2947      -0.0855,        523      -0.2092        0.255       0.4642,        523      -0.2092       0.0595       0.2686,        523      -0.2092       0.0953       0.3045
2015.2.12,1941.63,        524       0.8174       0.9306       0.1133,        524       0.8174       1.2393       0.4219,        524       0.8174       1.2573         0.44,        524       0.8174       1.5258       0.7085,        524       0.8174       0.4517      -0.3656,        524       0.8174       0.6951      -0.1222,        524       0.8174       0.5291      -0.2883,        524       0.8174       0.7685      -0.0488
2015.2.13,1957.5,        525       0.0373       0.4093        0.372,        525       0.0373       0.1513        0.114,        525       0.0373       0.4437       0.4064,        525       0.0373       0.3329       0.2956,        525       0.0373       0.6694       0.6321,        525       0.0373       1.3628       1.3255,        525       0.0373       0.0724       0.0352,        525       0.0373       0.0678       0.0305
2015.2.16,1958.23,        526       0.1644      -0.5034      -0.6678,        526       0.1644      -0.2637      -0.4281,        526       0.1644      -0.4512      -0.6156,        526       0.1644      -0.5434      -0.7078,        526       0.1644      -0.1547      -0.3192,        526       0.1644      -1.4518      -1.6163,        526       0.1644      -0.2521      -0.4165,        526       0.1644      -0.2884      -0.4528
2015.2.17,1961.45,        527       0.3538       0.6705       0.3166,        527       0.3538        1.815       1.4612,        527       0.3538       0.7211       0.3673,        527       0.3538       1.4596       1.1058,        527       0.3538       0.3001      -0.0537,        527       0.3538      -0.1785      -0.5323,        527       0.3538       0.8301       0.4763,        527       0.3538       0.6375       0.2837
2015.2.23,1968.39,        528       0.3927      -0.2295      -0.6222,        528       0.3927      -0.1086      -0.5013,        528       0.3927      -0.2423       -0.635,        528       0.3927       -1.391      -1.7837,        528       0.3927       0.1068      -0.2859,        528       0.3927        0.784       0.3913,        528       0.3927       0.0565      -0.3362,        528       0.3927       0.0127        -0.38
2015.2.24,1976.12,        529       0.7262       0.1676      -0.5585,        529       0.7262      -0.2054      -0.9316,        529       0.7262       0.3366      -0.3895,        529       0.7262       0.6256      -0.1006,        529       0.7262      -0.1751      -0.9012,        529       0.7262       0.1908      -0.5354,        529       0.7262       0.0799      -0.6462,        529       0.7262       0.3378      -0.3884
2015.2.25,1990.47,        530       0.1311      -0.2576      -0.3887,        530       0.1311       0.9945       0.8634,        530       0.1311      -0.2644      -0.3955,        530       0.1311       1.6483       1.5172,        530       0.1311       0.2747       0.1436,        530       0.1311       2.2072        2.076,        530       0.1311      -0.0401      -0.1712,        530       0.1311       0.1517       0.0205
2015.2.26,1993.08,        531      -0.3653       0.1236       0.4889,        531      -0.3653      -0.1018       0.2635,        531      -0.3653       0.1509       0.5161,        531      -0.3653      -1.0092       -0.644,        531      -0.3653      -0.6539      -0.2886,        531      -0.3653       -1.682      -1.3167,        531      -0.3653       0.1894       0.5547,        531      -0.3653       0.1436       0.5089
2015.2.27,1985.8,        532       0.5544       0.0626      -0.4919,        532       0.5544      -0.3252      -0.8796,        532       0.5544       0.2797      -0.2748,        532       0.5544       0.2949      -0.2595,        532       0.5544      -0.6243      -1.1787,        532       0.5544       0.6653       0.1109,        532       0.5544       0.1345      -0.4199,        532       0.5544       0.0967      -0.4577
2015.3.2,1996.81,        533       0.2289      -0.1246      -0.3535,        533       0.2289      -0.8517      -1.0805,        533       0.2289      -0.1248      -0.3536,        533       0.2289      -0.4316      -0.6605,        533       0.2289       0.2344       0.0055,        533       0.2289      -1.3562      -1.5851,        533       0.2289      -0.1062      -0.3351,        533       0.2289      -0.0804      -0.3093
2015.3.3,2001.38,        534      -0.1544      -0.7998      -0.6454,        534      -0.1544      -0.9007      -0.7463,        534      -0.1544      -0.7409      -0.5865,        534      -0.1544      -0.8521      -0.6977,        534      -0.1544       1.0781       1.2325,        534      -0.1544      -0.9391      -0.7847,        534      -0.1544      -0.3874       -0.233,        534      -0.1544      -0.3371      -0.1827
2015.3.4,1998.29,        535       0.0045       0.2426       0.2381,        535       0.0045      -1.0748      -1.0793,        535       0.0045       0.3168       0.3123,        535       0.0045      -1.0024      -1.0069,        535       0.0045       0.0686       0.0641,        535       0.0045       0.8192       0.8147,        535       0.0045       0.2883       0.2838,        535       0.0045       0.1401       0.1356
2015.3.5,1998.38,        536       0.7286      -0.4462      -1.1748,        536       0.7286        0.097      -0.6316,        536       0.7286      -0.3839      -1.1125,        536       0.7286       0.8764       0.1478,        536       0.7286      -1.1334       -1.862,        536       0.7286       0.7131      -0.0155,        536       0.7286       0.0483      -0.6803,        536       0.7286       -0.074      -0.8026
2015.3.6,2012.94,        537      -0.9995      -0.5005        0.499,        537      -0.9995      -1.3362      -0.3367,        537      -0.9995      -0.5897       0.4098,        537      -0.9995      -2.2574      -1.2578,        537      -0.9995       -0.934       0.0655,        537      -0.9995       0.0628       1.0624,        537      -0.9995      -0.2552       0.7443,        537      -0.9995      -0.5867       0.4129
2015.3.9,1992.82,        538       -0.404      -0.6712      -0.2673,        538       -0.404      -1.5496      -1.1457,        538       -0.404      -0.4102      -0.0063,        538       -0.404      -0.5648      -0.1608,        538       -0.404      -0.1869        0.217,        538       -0.404       1.1839       1.5878,        538       -0.404      -0.1654       0.2385,        538       -0.404      -0.4084      -0.0044
2015.3.10,1984.77,        539      -0.1985      -0.4407      -0.2422,        539      -0.1985      -0.9004      -0.7019,        539      -0.1985       -0.677      -0.4785,        539      -0.1985      -1.2524      -1.0538,        539      -0.1985      -3.8571      -3.6586,        539      -0.1985       0.0411       0.2396,        539      -0.1985      -0.1821       0.0164,        539      -0.1985      -0.3641      -0.1656
2015.3.11,1980.83,        540       -0.517       0.3328       0.8497,        540       -0.517       1.1022       1.6191,        540       -0.517       0.4925       1.0094,        540       -0.517        1.507        2.024,        540       -0.517      -0.7694      -0.2524,        540       -0.517       3.6385       4.1554,        540       -0.517         0.37       0.8869,        540       -0.517       0.4158       0.9328
2015.3.12,1970.59,        541       0.7713      -0.1197       -0.891,        541       0.7713       0.0929      -0.6785,        541       0.7713      -0.1625      -0.9339,        541       0.7713      -0.0757      -0.8471,        541       0.7713      -0.7606      -1.5319,        541       0.7713      -1.9275      -2.6988,        541       0.7713      -0.0419      -0.8133,        541       0.7713      -0.1474      -0.9188
2015.3.13,1985.79,        542       0.0776      -0.1458      -0.2233,        542       0.0776       0.3254       0.2478,        542       0.0776      -0.2851      -0.3627,        542       0.0776      -0.4255       -0.503,        542       0.0776      -3.3093      -3.3869,        542       0.0776      -0.0229      -0.1004,        542       0.0776        0.145       0.0675,        542       0.0776      -0.0033      -0.0809
2015.3.16,1987.33,        543       2.1426       0.3583      -1.7843,        543       2.1426       1.2933      -0.8493,        543       2.1426       0.3799      -1.7626,        543       2.1426       1.8651      -0.2775,        543       2.1426      -1.0079      -3.1505,        543       2.1426       2.8482       0.7057,        543       2.1426       0.1643      -1.9783,        543       2.1426       0.2425      -1.9001
2015.3.17,2029.91,        544      -0.0719       0.1218       0.1937,        544      -0.0719       0.3684       0.4403,        544      -0.0719        0.382       0.4539,        544      -0.0719      -0.3142      -0.2423,        544      -0.0719      -0.4337      -0.3618,        544      -0.0719      -1.4472      -1.3753,        544      -0.0719      -0.1009       -0.029,        544      -0.0719       0.1402       0.2121
2015.3.18,2028.45,        545       0.4654       0.4157      -0.0497,        545       0.4654       0.1236      -0.3418,        545       0.4654       0.2321      -0.2333,        545       0.4654       2.0823       1.6169,        545       0.4654       0.6393       0.1739,        545       0.4654       0.4946       0.0292,        545       0.4654       0.1073       -0.358,        545       0.4654       0.3063       -0.159
2015.3.19,2037.89,        546      -0.0319      -0.1667      -0.1348,        546      -0.0319      -1.3565      -1.3246,        546      -0.0319        0.021       0.0529,        546      -0.0319      -1.7419        -1.71,        546      -0.0319       0.0165       0.0484,        546      -0.0319      -3.0537      -3.0218,        546      -0.0319       0.0865       0.1184,        546      -0.0319      -0.1018      -0.0699
2015.3.20,2037.24,        547      -0.0319       0.1776       0.2095,        547      -0.0319       0.7031        0.735,        547      -0.0319       0.4539       0.4858,        547      -0.0319       0.8279       0.8598,        547      -0.0319       -0.444      -0.4121,        547      -0.0319       1.4586       1.4905,        547      -0.0319       0.1266       0.1585,        547      -0.0319       0.4474       0.4793
2015.3.23,2036.59,        548       0.2347       -0.292      -0.5267,        548       0.2347       0.3271       0.0924,        548       0.2347      -0.2493       -0.484,        548       0.2347       0.3841       0.1493,        548       0.2347      -0.2363       -0.471,        548       0.2347      -0.2418      -0.4765,        548       0.2347      -0.1135      -0.3482,        548       0.2347       0.1289      -0.1058
2015.3.24,2041.37,        549       0.0705       0.0792       0.0086,        549       0.0705      -0.2087      -0.2792,        549       0.0705       0.4406       0.3701,        549       0.0705        0.603       0.5325,        549       0.0705      -0.4145       -0.485,        549       0.0705       0.4458       0.3753,        549       0.0705       0.0408      -0.0297,        549       0.0705       0.0207      -0.0498
2015.3.25,2042.81,        550      -0.9913      -1.1995      -0.2082,        550      -0.9913      -1.5277      -0.5364,        550      -0.9913      -0.9848       0.0065,        550      -0.9913      -1.3735      -0.3822,        550      -0.9913      -0.5142       0.4771,        550      -0.9913      -0.0719       0.9194,        550      -0.9913      -0.6476       0.3437,        550      -0.9913        -0.64       0.3513
2015.3.26,2022.56,        551      -0.1365      -0.1808      -0.0444,        551      -0.1365      -0.2356      -0.0991,        551      -0.1365      -0.0874        0.049,        551      -0.1365       -0.238      -0.1015,        551      -0.1365      -1.2149      -1.0784,        551      -0.1365      -0.9704       -0.834,        551      -0.1365       0.0231       0.1595,        551      -0.1365       0.0395        0.176
2015.3.27,2019.8,        552        0.507       -0.235       -0.742,        552        0.507        0.293       -0.214,        552        0.507       -0.273        -0.78,        552        0.507         0.29       -0.217,        552        0.507      -1.6711      -2.1781,        552        0.507      -1.5939      -2.1009,        552        0.507       0.0692      -0.4377,        552        0.507      -0.0724      -0.5794
2015.3.30,2030.04,        553       0.5414      -0.0453      -0.5867,        553       0.5414      -1.1611      -1.7025,        553       0.5414        0.117      -0.4244,        553       0.5414      -0.7935      -1.3348,        553       0.5414      -1.8027      -2.3441,        553       0.5414       1.7793       1.2379,        553       0.5414       0.1084       -0.433,        553       0.5414      -0.0115      -0.5529
2015.3.31,2041.03,        554      -0.6164      -0.5983       0.0181,        554      -0.6164      -1.0493      -0.4329,        554      -0.6164      -0.3781       0.2383,        554      -0.6164      -0.2557       0.3607,        554      -0.6164       0.3854       1.0018,        554      -0.6164       1.8989       2.5152,        554      -0.6164      -0.3081       0.3083,        554      -0.6164      -0.0084        0.608
2015.4.1,2028.45,        555       0.0306       0.2428       0.2123,        555       0.0306       1.5609       1.5304,        555       0.0306       0.3536        0.323,        555       0.0306       2.9811       2.9505,        555       0.0306      -0.1826      -0.2132,        555       0.0306       2.4135        2.383,        555       0.0306       0.1483       0.1177,        555       0.0306       0.2763       0.2458
2015.4.2,2029.07,        556       0.8058      -0.0141      -0.8199,        556       0.8058       0.0596      -0.7462,        556       0.8058       0.0186      -0.7872,        556       0.8058      -0.2517      -1.0575,        556       0.8058      -0.2338      -1.0396,        556       0.8058       0.2874      -0.5183,        556       0.8058       0.0949      -0.7109,        556       0.8058       0.3135      -0.4923
2015.4.3,2045.42,        557       0.0494       0.1482       0.0988,        557       0.0494       0.0736       0.0243,        557       0.0494       0.5229       0.4736,        557       0.0494       0.1201       0.0707,        557       0.0494      -0.3054      -0.3548,        557       0.0494        1.003       0.9536,        557       0.0494       0.1546       0.1052,        557       0.0494       0.3163       0.2669
2015.4.6,2046.43,        558       0.0293       0.1068       0.0775,        558       0.0293        0.299       0.2696,        558       0.0293        0.328       0.2987,        558       0.0293       0.5353        0.506,        558       0.0293      -0.2331      -0.2624,        558       0.0293       0.3612       0.3318,        558       0.0293       0.1374       0.1081,        558       0.0293       0.1227       0.0933
2015.4.7,2047.03,        559       0.5975       0.4088      -0.1887,        559       0.5975       1.2687       0.6712,        559       0.5975         0.35      -0.2475,        559       0.5975        1.295       0.6975,        559       0.5975      -1.8536       -2.451,        559       0.5975       1.2805       0.6831,        559       0.5975       0.1376      -0.4599,        559       0.5975       0.1077      -0.4898
2015.4.8,2059.26,        560      -0.0189      -0.3517      -0.3328,        560      -0.0189      -0.3812      -0.3623,        560      -0.0189      -0.3937      -0.3747,        560      -0.0189      -0.2114      -0.1925,        560      -0.0189       0.1091        0.128,        560      -0.0189      -0.3492      -0.3302,        560      -0.0189      -0.0648      -0.0458,        560      -0.0189       0.0061        0.025
2015.4.9,2058.87,        561       1.4032       0.1869      -1.2163,        561       1.4032      -0.2286      -1.6318,        561       1.4032       0.1779      -1.2253,        561       1.4032      -0.6895      -2.0927,        561       1.4032       -0.407      -1.8102,        561       1.4032      -0.6978       -2.101,        561       1.4032        0.303      -1.1002,        561       1.4032       0.2625      -1.1407
2015.4.10,2087.76,        562       0.5345       0.0896       -0.445,        562       0.5345       0.4105       -0.124,        562       0.5345       0.2546      -0.2799,        562       0.5345       0.2371      -0.2974,        562       0.5345       0.0137      -0.5209,        562       0.5345       0.6044       0.0699,        562       0.5345       0.1295       -0.405,        562       0.5345       0.0405       -0.494
2015.4.13,2098.92,        563       0.6098       0.0968      -0.5131,        563       0.6098       0.2202      -0.3896,        563       0.6098       0.2312      -0.3787,        563       0.6098       0.5499      -0.0599,        563       0.6098      -0.1832       -0.793,        563       0.6098       1.4074       0.7976,        563       0.6098      -0.0648      -0.6747,        563       0.6098      -0.0102      -0.6201
2015.4.14,2111.72,        564       0.3902      -0.0676      -0.4578,        564       0.3902      -1.2862      -1.6764,        564       0.3902       0.1682       -0.222,        564       0.3902      -1.7039      -2.0941,        564       0.3902      -0.2997      -0.6899,        564       0.3902      -1.4338       -1.824,        564       0.3902       0.0059      -0.3843,        564       0.3902       0.0499      -0.3403
2015.4.15,2119.96,        565       0.9406      -0.0225      -0.9631,        565       0.9406      -0.1087      -1.0492,        565       0.9406      -0.0421      -0.9827,        565       0.9406       1.1221       0.1815,        565       0.9406       0.9073      -0.0333,        565       0.9406      -1.2824       -2.223,        565       0.9406      -0.0721      -1.0127,        565       0.9406       0.3445      -0.5961
2015.4.16,2139.9,        566       0.1682      -0.8934      -1.0616,        566       0.1682       0.1339      -0.0343,        566       0.1682      -0.9077      -1.0759,        566       0.1682       0.2572        0.089,        566       0.1682       -0.577      -0.7452,        566       0.1682       0.7249       0.5567,        566       0.1682      -0.5971      -0.7653,        566       0.1682      -0.3161      -0.4843
2015.4.17,2143.5,        567       0.1498      -1.0034      -1.1532,        567       0.1498      -2.1129      -2.2627,        567       0.1498      -0.8622       -1.012,        567       0.1498      -0.7577      -0.9075,        567       0.1498       1.0109       0.8612,        567       0.1498       1.5667        1.417,        567       0.1498      -0.3955      -0.5453,        567       0.1498      -0.3551      -0.5048
2015.4.20,2146.71,        568      -0.0894       0.4406         0.53,        568      -0.0894       2.3444       2.4339,        568      -0.0894       0.4617       0.5511,        568      -0.0894        1.156       1.2454,        568      -0.0894      -1.2574      -1.1679,        568      -0.0894       3.1159       3.2054,        568      -0.0894       0.3568       0.4462,        568      -0.0894       0.1515        0.241
2015.4.21,2144.79,        569       -0.042       0.0837       0.1257,        569       -0.042       0.8577       0.8997,        569       -0.042       0.0939       0.1359,        569       -0.042      -0.9918      -0.9498,        569       -0.042       0.6083       0.6502,        569       -0.042       -0.414       -0.372,        569       -0.042      -0.0194       0.0225,        569       -0.042       0.0004       0.0423
2015.4.22,2143.89,        570       1.3769       0.1074      -1.2696,        570       1.3769       1.1913      -0.1857,        570       1.3769        0.198      -1.1789,        570       1.3769        0.533      -0.8439,        570       1.3769      -0.6311      -2.0081,        570       1.3769       1.3954       0.0185,        570       1.3769       -0.104      -1.4809,        570       1.3769       0.0505      -1.3264
2015.4.23,2173.41,        571      -0.6262      -0.4725       0.1537,        571      -0.6262        0.682       1.3082,        571      -0.6262      -0.3793       0.2469,        571      -0.6262       0.7287       1.3549,        571      -0.6262       1.3816       2.0078,        571      -0.6262       1.4342       2.0604,        571      -0.6262      -0.0855       0.5407,        571      -0.6262       0.1485       0.7747
2015.4.24,2159.8,        572      -0.1046       0.1235       0.2282,        572      -0.1046       1.5634       1.6681,        572      -0.1046       0.2426       0.3472,        572      -0.1046       1.1332       1.2378,        572      -0.1046      -0.3756       -0.271,        572      -0.1046       0.8726       0.9773,        572      -0.1046       0.0853         0.19,        572      -0.1046       0.1811       0.2857
2015.4.27,2157.54,        573      -0.4575      -0.4268       0.0307,        573      -0.4575      -0.4146       0.0428,        573      -0.4575      -0.1925        0.265,        573      -0.4575      -0.6295       -0.172,        573      -0.4575      -1.9887      -1.5312,        573      -0.4575       2.6096        3.067,        573      -0.4575       0.0044       0.4618,        573      -0.4575        0.187       0.6445
2015.4.28,2147.67,        574      -0.2347      -0.5567       -0.322,        574      -0.2347       0.7201       0.9547,        574      -0.2347       -0.429      -0.1943,        574      -0.2347       -0.851      -0.6163,        574      -0.2347      -0.1479       0.0868,        574      -0.2347      -0.9632      -0.7286,        574      -0.2347      -0.4852      -0.2505,        574      -0.2347      -0.3396      -0.1049
2015.4.29,2142.63,        575      -0.7215      -1.4717      -0.7502,        575      -0.7215      -0.7516      -0.0301,        575      -0.7215       -1.386      -0.6644,        575      -0.7215      -0.9675       -0.246,        575      -0.7215       -1.551      -0.8294,        575      -0.7215      -5.3754      -4.6538,        575      -0.7215       -0.848      -0.1265,        575      -0.7215      -0.5515       0.1701
2015.4.30,2127.17,        576       0.2379       0.1879        -0.05,        576       0.2379       0.5966       0.3588,        576       0.2379       0.2663       0.0284,        576       0.2379       0.6175       0.3797,        576       0.2379      -0.5062       -0.744,        576       0.2379       0.2071      -0.0307,        576       0.2379       0.0733      -0.1646,        576       0.2379      -0.0675      -0.3054
